Index,Symbol,Name
1349,EUR-UGX.F,EUR-UGX.F
1350,EGPPHP=X,EGP/PHP
1351,EUR-AED.F,EUR-AED.F
1352,EUR-THB.F,EUR-THB.F
1353,EGPDKK=X,EGP/DKK
1354,EUR-BSD.F,EUR-BSD.F
1355,EUR-RWF.F,EUR-RWF.F
1356,EUR-MZN.F,EUR-MZN.F
1357,EUR-SEK.F,EUR-SEK.F
1358,EUR-AMD.F,EUR-AMD.F
1359,EURINR=X,EUR/INR
1360,EUR-GHS.F,EUR-GHS.F
1361,EUR-TZS.F,EUR-TZS.F
1362,GDEPM.MDD,GDEPM.MDD
1363,EUR-LTL.F,EUR-LTL.F
1364,EURHUF=X,EUR/HUF
1365,EUR-MDL.F,EUR-MDL.F
1366,EODL.F,EODL.F
1367,EUR-NIO.F,EUR-NIO.F
1368,EUR-MYR.F,EUR-MYR.F
1369,EURCLP=X,EUR/CLP
1370,EGPCNY=X,EGP/CNY
1371,EUR-SRD.F,EUR-SRD.F
1372,EURCLF=X,EUR/CLF
1373,EUR-ALL.F,EUR-ALL.F
1374,EGPIDR=X,EGP/IDR
1375,EODK.F,EODK.F
1376,EURLYD=X,EUR/LYD
1377,EUR-NGN.F,EUR-NGN.F
1378,EURTMT=X,EUR/TMT
1379,EOSK.F,EOSK.F
1380,EURXCD=X,EUR/XCD
1381,EGPCHF=X,EGP/CHF
1382,EGPTWD=X,EGP/TWD
1383,ILSLVL=X,ILS/LVL
1384,FJDCAD=X,FJD/CAD
1385,NOKLVL=X,NOK/LVL
1386,FRF=X,USD/FRF
1387,GELLVL=X,GEL/LVL
1388,FJD=X,USD/FJD
1389,FJDUSD=X,FJD/USD
1390,FKP=X,USD/FKP
1391,FJDNZD=X,FJD/NZD
1392,FJDAUD=X,FJD/AUD
1393,FJDJPY=X,FJD/JPY
1394,FJDEUR=X,FJD/EUR
1395,XDRLTL=X,XDR/LTL
1396,FJDCHF=X,FJD/CHF
1397,LVLPLN=X,LVL/PLN
1398,LTLCZK=X,LTL/CZK
1399,LTLPLN=X,LTL/PLN
1400,SGDLVL=X,SGD/LVL
1401,FJDHKD=X,FJD/HKD
1402,PLNLVL=X,PLN/LVL
1403,FRFCHF=X,FRF/CHF
1404,FKPUSD=X,FKP/USD
1405,HKDLVL=X,HKD/LVL
1406,RUBLVL=X,RUB/LVL
1407,FJDDKK=X,FJD/DKK
1408,LTLLVL=X,LTL/LVL
1409,FKPCHF=X,FKP/CHF
1410,SEKLVL=X,SEK/LVL
1411,KZTLTL=X,KZT/LTL
1412,LVLCZK=X,LVL/CZK
1413,FJDGBP=X,FJD/GBP
1414,GBPUSD=X,GBP/USD
1415,GBPJPY=X,GBP/JPY
1416,GHSTWD=X,GHS/TWD
1417,GBPZAR=X,GBP/ZAR
1418,GBPNZD=X,GBP/NZD
1419,GBPEUR=X,GBP/EUR
1420,GBPCHF=X,GBP/CHF
1421,GBP=X,USD/GBP
1422,GHSTRY=X,GHS/TRY
1423,GHSSEK=X,GHS/SEK
1424,GHSOMR=X,GHS/OMR
1425,GHSMAD=X,GHS/MAD
1426,GHSCZK=X,GHS/CZK
1427,GHSCOP=X,GHS/COP
1428,GHSCNH=X,GHS/CNH
1429,GHSBWP=X,GHS/BWP
1430,GHSBRL=X,GHS/BRL
1431,GHSBMD=X,Ghana Cedi (b) vs Bermuda Dolla
1432,GBPZWL=X,GBP/ZWL
1433,GBPUAH=X,GBP/UAH
1434,GBPTRY=X,GBP/TRY
1435,GBPTMT=X,GBP/TMT
1436,GBPTHB=X,GBP/THB
1437,GBPSLL=X,GBP/SLL
1438,GBPSGD=X,GBP/SGD
1439,GBPLRD=X,GBP/LRD
1440,GBPKES=X,GBP/KES
1441,GBPILS=X,GBP/ILS
1442,GBPGNF=X,GBP/GNF
1443,GBPFJD=X,GBP/FJD
1444,GBPCAD=X,GBP/CAD
1445,GBPBND=X,GBP/BND
1446,GBPAUD=X,GBP/AUD
1447,GBPANG=X,GBP/ANG
1448,GBPAED=X,GBP/AED
1449,GHSCLF=X,GHS/CLF
1450,GBPJOD=X,GBP/JOD
1451,GHSRON=X,GHS/RON
1452,GELCHF=X,GEL/CHF
1453,GBPGMD=X,GBP/GMD
1454,GHSSBD=X,GHS/SBD
1455,GHSTHB=X,GHS/THB
1456,GHSQAR=X,GHS/QAR
1457,GHSUGX=X,GHS/UGX
1458,GBPBHD=X,GBP/BHD
1459,GHSXDR=X,GHS/XDR
1460,GBPFKP=X,GBP/FKP
1461,GTQCAD=X,GTQ/CAD
1462,GBPBRL=X,GBP/BRL
1463,GBPLVL=X,GBP/LVL
1464,GELUSD=X,GEL/USD
1465,GBPNPR=X,GBP/NPR
1466,GHSPKR=X,GHS/PKR
1467,GBPMYR=X,GBP/MYR
1468,GTQGBP=X,GTQ/GBP
1469,GBPAOA=X,GBP/AOA
1470,GTQUSD=X,GTQ/USD
1471,GHSKYD=X,GHS/KYD
1472,GBPRUB=X,GBP/RUB
1473,GHSAFN=X,Ghana Cedi (b) vs Afghanistan A
1474,GBPLAK=X,GBP/LAK
1475,GBPCVE=X,GBP/CVE
1476,GBPIQD=X,GBP/IQD
1477,GHSINR=X,GHS/INR
1478,GHSMWK=X,GHS/MWK
1479,GBPMOP=X,GBP/MOP
1480,GBPARS=X,GBP/ARS
1481,GBPAZN=X,GBP/AZN
1482,GHS=X,USD/GHS
1483,GBPAWG=X,GBP/AWG
1484,GHSCLP=X,GHS/CLP
1485,GBPMVR=X,GBP/MVR
1486,GHSHUF=X,GHS/HUF
1487,GTQEUR=X,GTQ/EUR
1488,GNF=X,USD/GNF
1489,GBPBDT=X,GBP/BDT
1490,GHSLKR=X,GHS/LKR
1491,GBPBTN=X,GBP/BTN
1492,GBPHUF=X,GBP/HUF
1493,GBPJMD=X,GBP/JMD
1494,GIP=X,USD/GIP
1495,GBPCOP=X,GBP/COP
1496,GBPMKD=X,GBP/MKD
1497,GHSBGN=X,GHS/BGN
1498,GMDCHF=X,GMD/CHF
1499,GHSVND=X,GHS/VND
1500,GHSMUR=X,GHS/MUR
1501,GBPRSD=X,GBP/RSD
1502,GBPGEL=X,GBP/GEL
1503,GHSIDR=X,GHS/IDR
1504,GHSMOP=X,GHS/MOP
1505,GBPMAD=X,GBP/MAD
1506,GBPDOP=X,GBP/DOP
1507,GBPMNT=X,GBP/MNT
1509,GBPHTG=X,GBP/HTG
1510,GBPMXN=X,GBP/MXN
1511,GHSTND=X,GHS/TND
1512,GBPTND=X,GBP/TND
1513,GMDEUR=X,GMD/EUR
1514,GHSDKK=X,GHS/DKK
1515,GBPPLN=X,GBP/PLN
1516,GHSNZD=X,GHS/NZD
1517,GBPPEN=X,GBP/PEN
1518,GHSPEN=X,GHS/PEN
1519,GBPCNH=X,GBP/CNH
1521,GBPCLP=X,GBP/CLP
1522,GHSZAR=X,GHS/ZAR
1523,GHSMYR=X,GHS/MYR
1524,GBPCNY=X,GBP/CNY
1525,GMDGBP=X,GMD/GBP
1526,GBPSHP=X,GBP/SHP
1527,GHSUSD=X,GHS/USD
1528,GBPDJF=X,GBP/DJF
1530,GBPMDL=X,GBP/MDL
1531,GBPTOP=X,GBP/TOP
1532,GBPLYD=X,GBP/LYD
1533,GHSAUD=X,GHS/AUD
1534,GBPMGA=X,GBP/MGA
1535,GBPBOB=X,GBP/BOB
1536,GBPCUP=X,GBP/CUP
1537,GBPOMR=X,GBP/OMR
1538,GBPIDR=X,GBP/IDR
1539,GBPXPF=X,GBP/XPF
1540,GBPXDR=X,GBP/XDR
1541,GBPCLF=X,GBP/CLF
1542,GBPISK=X,GBP/ISK
1543,GBPUZS=X,GBP/UZS
1544,GBPVND=X,GBP/VND
1545,GBPNIO=X,GBP/NIO
1546,GBPETB=X,GBP/ETB
1547,GBPGHS=X,GBP/GHS
1548,GBPYER=X,GBP/YER
1549,GBPSRD=X,GBP/SRD
1550,GBPBIF=X,GBP/BIF
1551,GBPGBP=X,GBP/GBP
1552,GBPALL=X,GBP/ALL
1553,GBPVEF=X,GBP/VEF
1554,GELEUR=X,GEL/EUR
1555,GBPBYR=X,GBP/BYR
1556,GBPKGS=X,GBP/KGS
1557,GBPDKK=X,GBP/DKK
1558,GBPTZS=X,GBP/TZS
1559,GHSXOF=X,GHS/XOF
1560,GBPHNL=X,GBP/HNL
1561,GHSWST=X,GHS/WST
1562,GHSAED=X,Ghana Cedi (b) vs UAE Dirham Sp
1563,GBPPKR=X,GBP/PKR
1564,GBPCZK=X,GBP/CZK
1565,GIPCHF=X,GIP/CHF
1566,GHSILS=X,GHS/ILS
1567,GEL=X,USD/GEL
1568,GBPITL=X,GBP/ITL
1569,GBPHRK=X,GBP/HRK
1570,GBPNAD=X,GBP/NAD
1571,GBPAMD=X,GBP/AMD
1572,GBPBGN=X,GBP/BGN
1573,GHSKWD=X,GHS/KWD
1574,GHSGBP=X,GHS/GBP
1575,GIPDKK=X,GIP/DKK
1576,GBPXCD=X,GBP/XCD
1577,GBPINR=X,GBP/INR
1578,GBPWST=X,GBP/WST
1579,GBPTWD=X,GBP/TWD
1580,GHSFJD=X,GHS/FJD
1581,GHSTOP=X,GHS/TOP
1582,GTQCHF=X,GTQ/CHF
1583,GBPKPW=X,GBP/KPW
1584,GHSRUB=X,GHS/RUB
1585,GHSBHD=X,GHS/BHD
1586,GBPUYU=X,GBP/UYU
1587,GBPSVC=X,GBP/SVC
1588,GBPPHP=X,GBP/PHP
1589,GBPSYP=X,GBP/SYP
1590,GBPBAM=X,GBP/BAM
1591,GBPZMW=X,GBP/ZMW
1592,GHSRWF=X,GHS/RWF
1593,GHSPHP=X,GHS/PHP
1594,GBPSAR=X,GBP/SAR
1595,GHSZWL=X,GHS/ZWL
1596,GBPSBD=X,GBP/SBD
1597,GBPRON=X,GBP/RON
1598,GBPPAB=X,GBP/PAB
1599,GBPMUR=X,GBP/MUR
1600,GHSNOK=X,GHS/NOK
1601,GBPKRW=X,GBP/KRW
1602,GBPUGX=X,GBP/UGX
1603,GHSBDT=X,GHS/BDT
1604,GBPAFN=X,GBP/AFN
1605,GHSRSD=X,GHS/RSD
1606,GHSTZS=X,GHS/TZS
1607,GMDDKK=X,GMD/DKK
1608,GBPKYD=X,GBP/KYD
1609,GHSEGP=X,GHS/EGP
1610,GHSNGN=X,GHS/NGN
1611,GBPERN=X,GBP/ERN
1612,GBPSDG=X,GBP/SDG
1613,GBPVUV=X,GBP/VUV
1614,GHSCAD=X,GHS/CAD
1615,GBPSOS=X,GBP/SOS
1616,GHSSAR=X,GHS/SAR
1617,GHSARS=X,GHS/ARS
1618,GTQ=X,USD/GTQ
1619,GBPMWK=X,GBP/MWK
1620,GBPBMD=X,GBP/BMD
1621,GHSANG=X,Ghana Cedi (b) vs Netherlands A
1622,GBPBSD=X,GBP/BSD
1623,GBPRWF=X,GBP/RWF
1624,GHSJOD=X,GHS/JOD
1625,GBPNOK=X,GBP/NOK
1626,GBPLBP=X,GBP/LBP
1627,GBPEGP=X,GBP/EGP
1628,GBPLSL=X,GBP/LSL
1629,GELGBP=X,GEL/GBP
1630,GBPSCR=X,GBP/SCR
1631,GMDUSD=X,GMD/USD
1632,GBPLKR=X,GBP/LKR
1633,GBPDZD=X,GBP/DZD
1634,GHSEUR=X,GHS/EUR
1635,GBPPYG=X,GBP/PYG
1636,GBPIRR=X,GBP/IRR
1637,GBPMMK=X,GBP/MMK
1638,GBPGYD=X,GBP/GYD
1639,GBPSZL=X,GBP/SZL
1640,GBPXOF=X,GBP/XOF
1641,GBPBBD=X,GBP/BBD
1642,GHSCNY=X,GHS/CNY
1643,GBPXAF=X,GBP/XAF
1644,GHSNAD=X,GHS/NAD
1645,GHSSGD=X,GHS/SGD
1646,GBPGIP=X,GBP/GIP
1647,GBPQAR=X,GBP/QAR
1648,GHSZMW=X,GHS/ZMW
1649,GBPMZN=X,GBP/MZN
1650,GBPGTQ=X,GBP/GTQ
1651,GHSISK=X,GHS/ISK
1652,GHSKZT=X,GHS/KZT
1653,GBPKZT=X,GBP/KZT
1654,GMD=X,USD/GMD
1655,GHSHKD=X,GHS/HKD
1656,GBPMRO=X,GBP/MRO
1657,GBPKHR=X,GBP/KHR
1658,GBPTTD=X,GBP/TTD
1659,GBPLTL=X,GBP/LTL
1660,GDO.NX,GDO.NX
1661,GHSMXN=X,GHS/MXN
1662,GBPCDF=X,GBP/CDF
1663,GBPHKD=X,GBP/HKD
1664,GBPCRC=X,GBP/CRC
1665,GHSJPY=X,GHS/JPY
1666,GHSKES=X,GHS/KES
1667,GBPPGK=X,GBP/PGK
1668,GBPSEK=X,GBP/SEK
1669,GHSHRK=X,GHS/HRK
1670,GBPBWP=X,GBP/BWP
1671,GBPBZD=X,GBP/BZD
1672,GBPNGN=X,GBP/NGN
1673,GIPUSD=X,GIP/USD
1674,GBPKMF=X,GBP/KMF
1675,GBPSTD=X,GBP/STD
1676,GBPTJS=X,GBP/TJS
1677,GHSKRW=X,GHS/KRW
1678,GHSPGK=X,GHS/PGK
1679,GYD=X,USD/GYD
1680,GBPKWD=X,GBP/KWD
1681,HKDUSD=X,HKD/USD
1682,HKDCNY=X,HKD/CNY
1683,HUFTRY=X,HUF/TRY
1684,HUFTHB=X,HUF/THB
1685,HUFSEK=X,HUF/SEK
1686,HUFSAR=X,HUF/SAR
1687,HUFHKD=X,HUF/HKD
1688,HRKLTL=X,HRK/LTL
1689,HNLCAD=X,HNL/CAD
1690,HKDTND=X,HKD/TND
1691,HKDPLN=X,HKD/PLN
1692,HKDNGN=X,HKD/NGN
1693,HKDMAD=X,HKD/MAD
1694,HKDDKK=X,HKD/DKK
1695,HKDCHF=X,HKD/CHF
1696,HNL=X,USD/HNL
1697,HKDPHP=X,HKD/PHP
1698,HUFUAH=X,HUF/UAH
1699,HUFPLN=X,HUF/PLN
1700,HUFRUB=X,HUF/RUB
1701,HNLEUR=X,HNL/EUR
1702,HUFTWD=X,HUF/TWD
1703,HRKSGD=X,HRK/SGD
1704,HKDJPY=X,HKD/JPY
1705,HUFEGP=X,HUF/EGP
1706,HUFMYR=X,HUF/MYR
1707,HUFAUD=X,HUF/AUD
1708,HUFLTL=X,HUF/LTL
1709,HRKJPY=X,HRK/JPY
1710,HUFCZK=X,HUF/CZK
1711,HUFTND=X,HUF/TND
1712,HRKAED=X,HRK/AED
1713,HKDBHD=X,HKD/BHD
1714,HRKAUD=X,HRK/AUD
1715,HKDPKR=X,HKD/PKR
1716,HKDSAR=X,HKD/SAR
1717,HKDBOB=X,HKD/BOB
1718,HRKCZK=X,HRK/CZK
1719,HKDIDR=X,HKD/IDR
1720,HRKMKD=X,HRK/MKD
1721,HRKCNY=X,HRK/CNY
1722,HRKINR=X,HRK/INR
1723,HTGGBP=X,HTG/GBP
1724,HKDEUR=X,HKD/EUR
1725,HKDTRY=X,HKD/TRY
1726,HRKGBP=X,HRK/GBP
1727,HUFBAM=X,HUF/BAM
1728,HKD=X,USD/HKD
1729,HUFJPY=X,HUF/JPY
1730,HKDBRL=X,HKD/BRL
1731,HUFNOK=X,HUF/NOK
1732,HKDCNH=X,HKD/CNH
1733,HKDCLP=X,HKD/CLP
1734,HUFCAD=X,HUF/CAD
1735,HUFKES=X,HUF/KES
1736,HRKDKK=X,HRK/DKK
1737,HKDLKR=X,HKD/LKR
1738,HKDMOP=X,HKD/MOP
1739,HKDAUD=X,HKD/AUD
1740,HNLUSD=X,HNL/USD
1741,HRKKWD=X,HRK/KWD
1742,HKDUYU=X,HKD/UYU
1743,HRKHKD=X,HRK/HKD
1744,HRKBRL=X,HRK/BRL
1745,HKDOMR=X,HKD/OMR
1746,HUFMXN=X,HUF/MXN
1747,HKDNZD=X,HKD/NZD
1748,HRKZAR=X,HRK/ZAR
1749,HKDLTL=X,HKD/LTL
1750,HTGUSD=X,HTG/USD
1751,HKDVND=X,HKD/VND
1752,HKDLBP=X,HKD/LBP
1753,HKDTHB=X,HKD/THB
1754,HUFRON=X,HUF/RON
1755,HUFBRL=X,HUF/BRL
1756,HUFIDR=X,HUF/IDR
1757,HNLGBP=X,HNL/GBP
1758,HKDCZK=X,HKD/CZK
1759,HKDEGP=X,HKD/EGP
1760,HKDAED=X,HKD/AED
1761,HKDCOP=X,HKD/COP
1762,HKDMYR=X,HKD/MYR
1763,HRKPLN=X,HRK/PLN
1764,HKDVEF=X,HKD/VEF
1765,HRKNOK=X,HRK/NOK
1766,HRKRSD=X,HRK/RSD
1767,HKDRUB=X,HKD/RUB
1768,HRKNZD=X,HRK/NZD
1769,HRKCHF=X,HRK/CHF
1770,HKDUGX=X,HKD/UGX
1771,HUFMAD=X,HUF/MAD
1772,HTGCHF=X,HTG/CHF
1773,HKDGHS=X,HKD/GHS
1774,HTGEUR=X,HTG/EUR
1775,HKDMUR=X,HKD/MUR
1776,HUFLKR=X,HUF/LKR
1777,HNLCHF=X,HNL/CHF
1778,HUFMUR=X,HUF/MUR
1779,HKDBWP=X,HKD/BWP
1780,HKDKRW=X,HKD/KRW
1781,HTG=X,USD/HTG
1782,HRKSEK=X,HRK/SEK
1783,HUFQAR=X,HUF/QAR
1784,HKDKWD=X,HKD/KWD
1785,HKDBDT=X,HKD/BDT
1786,HUFNZD=X,HUF/NZD
1787,HKDQAR=X,HKD/QAR
1788,HKDPEN=X,HKD/PEN
1789,HKDHUF=X,HKD/HUF
1790,HRKTHB=X,HRK/THB
1791,HUFAED=X,HUF/AED
1792,HUFISK=X,HUF/ISK
1793,HUFINR=X,HUF/INR
1794,HRKCAD=X,HRK/CAD
1795,HUFDKK=X,HUF/DKK
1796,HUFZAR=X,HUF/ZAR
1797,HRKILS=X,HRK/ILS
1798,HKDCAD=X,HKD/CAD
1799,HUFSGD=X,HUF/SGD
1800,HKDTWD=X,HKD/TWD
1801,HUFCNY=X,HUF/CNY
1802,HRKRON=X,HRK/RON
1803,HKDZWL=X,HKD/ZWL
1804,HRKBAM=X,HRK/BAM
1805,HUFRSD=X,HUF/RSD
1806,HKDKES=X,HKD/KES
1807,HRKEUR=X,HRK/EUR
1808,HKDARS=X,HKD/ARS
1809,HKDMXN=X,HKD/MXN
1810,HRKRUB=X,HRK/RUB
1811,HKDSGD=X,HKD/SGD
1812,HUFKRW=X,HUF/KRW
1813,HUFILS=X,HUF/ILS
1814,HRKTRY=X,HRK/TRY
1815,HUFPHP=X,HUF/PHP
1816,HRKKRW=X,HRK/KRW
1817,HKDINR=X,HKD/INR
1818,HUF=X,USD/HUF
1819,HKDILS=X,HKD/ILS
1820,HKDJOD=X,HKD/JOD
1821,HKDISK=X,HKD/ISK
1822,HKDBMD=X,HKD/BMD
1823,HRKUSD=X,HRK/USD
1824,HKDZAR=X,HKD/ZAR
1825,HRKUAH=X,HRK/UAH
1826,ISKTRY=X,ISK/TRY
1827,ISKMUR=X,ISK/MUR
1828,ISKINR=X,ISK/INR
1829,ISKGBP=X,ISK/GBP
1830,ISKEGP=X,ISK/EGP
1831,ISKCAD=X,ISK/CAD
1832,INRTND=X,INR/TND
1833,INRSGD=X,INR/SGD
1834,INRMAD=X,INR/MAD
1835,INRCAD=X,INR/CAD
1836,INRBRL=X,INR/BRL
1837,ILSPLN=X,ILS/PLN
1838,ILSPHP=X,ILS/PHP
1839,ILSMUR=X,ILS/MUR
1840,ILSLTL=X,ILS/LTL
1841,ILSHKD=X,ILS/HKD
1842,ILSCNY=X,ILS/CNY
1843,ILSCAD=X,ILS/CAD
1844,IDR=X,USD/IDR
1845,ISKILS=X,ISK/ILS
1846,INRISK=X,INR/ISK
1847,IDRKES=X,IDR/KES
1848,ILSSGD=X,ILS/SGD
1849,ILSCHF=X,ILS/CHF
1850,INRLTL=X,INR/LTL
1851,ILSJOD=X,ILS/JOD
1852,ISKQAR=X,ISK/QAR
1853,INRGHS=X,INR/GHS
1854,INRAUD=X,INR/AUD
1855,ILSRUB=X,ILS/RUB
1856,ILSHUF=X,ILS/HUF
1857,ILSGBP=X,ILS/GBP
1858,ISKCNY=X,ISK/CNY
1859,ISKHUF=X,ISK/HUF
1860,ILSDKK=X,ILS/DKK
1861,INRPLN=X,INR/PLN
1862,ILSTND=X,ILS/TND
1863,INR=X,USD/INR
1864,INRMYR=X,INR/MYR
1865,ILSAED=X,ILS/AED
1866,INRCZK=X,INR/CZK
1867,ILSNOK=X,ILS/NOK
1868,ISKAED=X,ISK/AED
1869,ILSKES=X,ILS/KES
1870,ILSSAR=X,ILS/SAR
1871,IDRGHS=X,IDR/GHS
1872,ILSTRY=X,ILS/TRY
1873,ISKEUR=X,ISK/EUR
1874,IDRRUB=X,IDR/RUB
1875,ISKLTL=X,ISK/LTL
1876,IQD=X,USD/IQD
1877,ISKCHF=X,ISK/CHF
1878,ILSXDR=X,ILS/XDR
1879,IDRINR=X,IDR/INR
1880,INRPHP=X,INR/PHP
1881,ILSZAR=X,ILS/ZAR
1882,ILSSEK=X,ILS/SEK
1883,ISKJPY=X,ISK/JPY
1884,INRSEK=X,INR/SEK
1885,INRIDR=X,INR/IDR
1886,INRQAR=X,INR/QAR
1887,IDRUGX=X,IDR/UGX
1888,IRR=X,USD/IRR
1889,ISKCZK=X,ISK/CZK
1890,ISKKRW=X,ISK/KRW
1891,INROMR=X,INR/OMR
1892,ILSCZK=X,ILS/CZK
1893,ISKXDR=X,ISK/XDR
1894,IDRISK=X,IDR/ISK
1895,INRDKK=X,INR/DKK
1896,ISKRUB=X,ISK/RUB
1897,INRLKR=X,INR/LKR
1898,INRZAR=X,INR/ZAR
1899,INRXDR=X,INR/XDR
1900,INRJOD=X,INR/JOD
1901,ISKTND=X,ISK/TND
1902,ILSOMR=X,ILS/OMR
1903,ILSINR=X,ILS/INR
1904,INRUGX=X,INR/UGX
1905,ISKUSD=X,ISK/USD
1906,ILSTWD=X,ILS/TWD
1907,IDRBWP=X,IDR/BWP
1908,INRGBP=X,INR/GBP
1909,INRJPY=X,INR/JPY
1910,ILSUSD=X,ILS/USD
1911,INRKES=X,INR/KES
1912,INRSAR=X,INR/SAR
1913,INRRUB=X,INR/RUB
1914,INREGP=X,INR/EGP
1915,INRHKD=X,INR/HKD
1916,ILSKRW=X,ILS/KRW
1917,INRBWP=X,INR/BWP
1918,INRCHF=X,INR/CHF
1919,INRCNY=X,INR/CNY
1920,ISKKES=X,ISK/KES
1921,ISKJOD=X,ISK/JOD
1922,ISKPLN=X,ISK/PLN
1923,ISKHKD=X,ISK/HKD
1924,ILSMXN=X,ILS/MXN
1925,ISKDKK=X,ISK/DKK
1926,ILSIDR=X,ILS/IDR
1927,IEP=X,USD/IEP
1928,ISKMAD=X,ISK/MAD
1929,INRUSD=X,INR/USD
1930,ISKIDR=X,ISK/IDR
1931,ISKMXN=X,ISK/MXN
1932,ISKZAR=X,ISK/ZAR
1933,ISKLKR=X,ISK/LKR
1934,IDRHUF=X,IDR/HUF
1935,INRAED=X,INR/AED
1936,ISKNOK=X,ISK/NOK
1937,INRILS=X,INR/ILS
1938,INREUR=X,INR/EUR
1939,IEPUSD=X,IEP/USD
1940,ILSMAD=X,ILS/MAD
1941,ILSTHB=X,ILS/THB
1942,IDRLKR=X,IDR/LKR
1943,ILSJPY=X,ILS/JPY
1944,ILSCLP=X,ILS/CLP
1945,ISKTHB=X,ISK/THB
1946,INRNOK=X,INR/NOK
1947,ISKTWD=X,ISK/TWD
1948,INRTZS=X,INR/TZS
1949,INRMXN=X,INR/MXN
1951,INRMUR=X,INR/MUR
1952,INRLVL=X,INR/LVL
1953,INRHUF=X,INR/HUF
1954,ILSKWD=X,ILS/KWD
1955,ILSISK=X,ILS/ISK
1956,ILSAUD=X,ILS/AUD
1957,IDRKRW=X,IDR/KRW
1958,ISKNZD=X,ISK/NZD
1959,ILS=X,USD/ILS
1960,ILSBRL=X,ILS/BRL
1961,INRTRY=X,INR/TRY
1962,INRBGN=X,INR/BGN
1963,IDRJPY=X,IDR/JPY
1964,ISKSAR=X,ISK/SAR
1965,INRTHB=X,INR/THB
1966,INMUA.PA,LYXOR MUA INAV
1967,ILSEGP=X,ILS/EGP
1968,ISKAUD=X,ISK/AUD
1969,INRKRW=X,INR/KRW
1970,ISKSGD=X,ISK/SGD
1971,INRPKR=X,INR/PKR
1972,INRNZD=X,INR/NZD
1973,ISKPHP=X,ISK/PHP
1974,ISK=X,USD/ISK
1975,ILSQAR=X,ILS/QAR
1976,INRTWD=X,INR/TWD
1977,ILSNZD=X,ILS/NZD
1978,ISKSEK=X,ISK/SEK
1979,IEPCHF=X,IEP/CHF
1980,ILSLKR=X,ILS/LKR
1981,JPYEUR=X,JPY/EUR
1982,JPYUSD=X,JPY/USD
1983,JPYGBP=X,JPY/GBP
1984,JPY=X,USD/JPY
1985,JPYNZD=X,JPY/NZD
1986,JPYIQD=X,JPY/IQD
1987,JPYZWL=X,JPY/ZWL
1988,JPYXAF=X,JPY/XAF
1989,JPYTJS=X,JPY/TJS
1990,JPYSVC=X,JPY/SVC
1991,JPYRON=X,JPY/RON
1992,JPYNAD=X,JPY/NAD
1993,JPYMMK=X,JPY/MMK
1994,JPYLYD=X,JPY/LYD
1995,JPYKGS=X,JPY/KGS
1996,JPYILS=X,JPY/ILS
1997,JPYCRC=X,JPY/CRC
1998,JPYCNY=X,JPY/CNY
1999,JPYAUD=X,JPY/AUD
2000,JPYAFN=X,JPY/AFN
2001,JODTHB=X,JOD/THB
2002,JODSEK=X,JOD/SEK
2003,JODRUB=X,JOD/RUB
2004,JODKRW=X,JOD/KRW
2005,JODILS=X,JOD/ILS
2006,JODDKK=X,JOD/DKK
2007,JPYGMD=X,JPY/GMD
2009,JMDCHF=X,JMD/CHF
2010,JPYRWF=X,JPY/RWF
2011,JPYGHS=X,JPY/GHS
2012,JODCAD=X,JOD/CAD
2013,JODAUD=X,JOD/AUD
2014,JODKWD=X,JOD/KWD
2015,JODLTL=X,JOD/LTL
2016,JPYKZT=X,JPY/KZT
2017,JPYAED=X,JPY/AED
2018,JPYHTG=X,JPY/HTG
2019,JPYKHR=X,JPY/KHR
2020,JPYKMF=X,JPY/KMF
2021,JMDGBP=X,JMD/GBP
2022,JPYBGN=X,JPY/BGN
2023,JPYCVE=X,JPY/CVE
2024,JPYSLL=X,JPY/SLL
2025,JPYSHP=X,JPY/SHP
2026,JODMXN=X,JOD/MXN
2027,JPYKPW=X,JPY/KPW
2028,JPYCAD=X,JPY/CAD
2029,JPYMNT=X,JPY/MNT
2030,JPYCDF=X,JPY/CDF
2031,JPYBYR=X,JPY/BYR
2032,JPYBIF=X,JPY/BIF
2033,JODLKR=X,JOD/LKR
2034,JODTWD=X,JOD/TWD
2035,JPYBTN=X,JPY/BTN
2036,JPYHKD=X,JPY/HKD
2037,JPYTMT=X,JPY/TMT
2038,JMDCAD=X,JMD/CAD
2039,JODAED=X,JOD/AED
2040,JPYGTQ=X,JPY/GTQ
2041,JPYBND=X,JPY/BND
2042,JPYDJF=X,JPY/DJF
2043,JPYMDL=X,JPY/MDL
2044,JPYUAH=X,JPY/UAH
2045,JPYXPF=X,JPY/XPF
2046,JPYSZL=X,JPY/SZL
2047,JPYBZD=X,JPY/BZD
2048,JPYMVR=X,JPY/MVR
2049,JODSAR=X,JOD/SAR
2050,JPYERN=X,JPY/ERN
2051,JPYBOB=X,JPY/BOB
2052,JODPLN=X,JOD/PLN
2053,JPYVUV=X,JPY/VUV
2054,JODCNY=X,JOD/CNY
2055,JPYWST=X,JPY/WST
2056,JPYBDT=X,JPY/BDT
2057,JODNOK=X,JOD/NOK
2058,JPYFJD=X,JPY/FJD
2059,JPYMXN=X,JPY/MXN
2060,JPYMGA=X,JPY/MGA
2061,JPYJMD=X,JPY/JMD
2062,JPYZMW=X,JPY/ZMW
2063,JPYNGN=X,JPY/NGN
2064,JODQAR=X,JOD/QAR
2065,JPYSBD=X,JPY/SBD
