Index,Symbol,Name
2791,NZDTHB=X,NZD/THB
2792,NOKQAR=X,NOK/QAR
2793,NZDPHP=X,NZD/PHP
2794,NZDSAR=X,NZD/SAR
2795,NZDTRY=X,NZD/TRY
2796,NOKPHP=X,NOK/PHP
2797,NOKSEK=X,NOK/SEK
2798,NZDTND=X,NZD/TND
2799,NOKMXN=X,NOK/MXN
2800,NOKSGD=X,NOK/SGD
2801,NOKMUR=X,NOK/MUR
2802,NZDLVL=X,NZD/LVL
2803,NOKTRY=X,NOK/TRY
2804,NZDUAH=X,NZD/UAH
2805,OMRSEK=X,OMR/SEK
2806,OMRPLN=X,OMR/PLN
2807,OMRKES=X,OMR/KES
2808,OMRISK=X,OMR/ISK
2809,OMRILS=X,OMR/ILS
2810,OMRHUF=X,OMR/HUF
2811,OMRDKK=X,OMR/DKK
2812,OMRCAD=X,OMR/CAD
2813,OMRPHP=X,OMR/PHP
2814,OMRTRY=X,OMR/TRY
2815,OMRAUD=X,OMR/AUD
2816,OMRKWD=X,OMR/KWD
2817,OMREUR=X,OMR/EUR
2818,OMREGP=X,OMR/EGP
2819,OMRHKD=X,OMR/HKD
2820,OMRJOD=X,OMR/JOD
2821,OMRINR=X,OMR/INR
2822,OMRSGD=X,OMR/SGD
2823,OMRCZK=X,OMR/CZK
2824,OMRXDR=X,OMR/XDR
2825,OMRTHB=X,OMR/THB
2826,OMRSAR=X,OMR/SAR
2827,OMRNOK=X,OMR/NOK
2828,OMRIDR=X,OMR/IDR
2829,OMRTND=X,OMR/TND
2830,OMRMUR=X,OMR/MUR
2831,OMRLTL=X,OMR/LTL
2832,OMRPKR=X,OMR/PKR
2833,OMRBHD=X,OMR/BHD
2834,OMRAED=X,OMR/AED
2835,OMRZAR=X,OMR/ZAR
2836,OMRKRW=X,OMR/KRW
2837,OMRNZD=X,OMR/NZD
2838,OMRJPY=X,OMR/JPY
2839,OMRCNY=X,OMR/CNY
2840,OMRRUB=X,OMR/RUB
2841,OMRMXN=X,OMR/MXN
2842,OMRUSD=X,OMR/USD
2843,OMR=X,USD/OMR
2844,OMRLVL=X,OMR/LVL
2845,OMRTWD=X,OMR/TWD
2846,OMRLKR=X,OMR/LKR
2847,OMRGBP=X,OMR/GBP
2848,OMRCHF=X,OMR/CHF
2849,OMRMAD=X,OMR/MAD
2850,OMRQAR=X,OMR/QAR
2851,PLNTRY=X,PLN/TRY
2852,PLNSAR=X,PLN/SAR
2853,PLNHUF=X,PLN/HUF
2854,PKRZAR=X,PKR/ZAR
2855,PKRNOK=X,PKR/NOK
2856,PKRCAD=X,PKR/CAD
2857,PHPISK=X,PHP/ISK
2858,PHPILS=X,PHP/ILS
2859,PHP=X,USD/PHP
2860,PLNLBP=X,PLN/LBP
2861,PENBOB=X,PEN/BOB
2862,PLNUYU=X,PLN/UYU
2863,PGKUSD=X,PGK/USD
2864,PENBRL=X,PEN/BRL
2865,PLNVEF=X,PLN/VEF
2866,PENUYU=X,PEN/UYU
2867,PLNXDR=X,PLN/XDR
2868,PENDKK=X,PEN/DKK
2869,PENTHB=X,PEN/THB
2870,PENCLP=X,PEN/CLP
2871,PLNCOP=X,PLN/COP
2872,PLNCZK=X,PLN/CZK
2873,PHPTND=X,PHP/TND
2874,PHPUSD=X,PHP/USD
2875,PLNCHF=X,PLN/CHF
2876,PKREUR=X,PKR/EUR
2877,PGKHKD=X,PGK/HKD
2878,PHPHUF=X,PHP/HUF
2879,PHPKRW=X,PHP/KRW
2880,PLNEGP=X,PLN/EGP
2881,PKRTHB=X,PKR/THB
2882,PHPMYR=X,PHP/MYR
2883,PHPTRY=X,PHP/TRY
2884,PLNZAR=X,PLN/ZAR
2885,PLNMYR=X,PLN/MYR
2886,PGK=X,USD/PGK
2887,PLNINR=X,PLN/INR
2888,PHPPKR=X,PHP/PKR
2889,PABCAD=X,PAB/CAD
2890,PHPTWD=X,PHP/TWD
2891,PLNVUV=X,PLN/VUV
2892,PLNHKD=X,PLN/HKD
2893,PHPLVL=X,PHP/LVL
2894,PHPEUR=X,PHP/EUR
2895,PHPCNY=X,PHP/CNY
2896,PLNUSD=X,PLN/USD
2897,PLNBMD=X,PLN/BMD
2898,PGKDKK=X,PGK/DKK
2899,PENGBP=X,PEN/GBP
2900,PLNCNY=X,PLN/CNY
2901,PABUSD=X,PAB/USD
2902,PLNRON=X,PLN/RON
2903,PENCHF=X,PEN/CHF
2904,PENVEF=X,PEN/VEF
2905,PLNKRW=X,PLN/KRW
2906,PLNPHP=X,PLN/PHP
2907,PKRHKD=X,PKR/HKD
2908,PHPDKK=X,PHP/DKK
2909,PKRQAR=X,PKR/QAR
2910,PGKEUR=X,PGK/EUR
2911,PEN=X,USD/PEN
2912,PENCOP=X,PEN/COP
2913,PKRSGD=X,PKR/SGD
2914,PKRXDR=X,PKR/XDR
2915,PHPLTL=X,PHP/LTL
2916,PLNQAR=X,PLN/QAR
2917,PABEUR=X,PAB/EUR
2918,PHPMUR=X,PHP/MUR
2919,PLNMUR=X,PLN/MUR
2920,PYGCOP=X,PYG/COP
2921,PLNKWD=X,PLN/KWD
2922,PHPJPY=X,PHP/JPY
2923,PLN=X,USD/PLN
2924,PLNTHB=X,PLN/THB
2925,PHPMAD=X,PHP/MAD
2926,PHPVND=X,PHP/VND
2927,PLNPKR=X,PLN/PKR
2928,PLNEUR=X,PLN/EUR
2929,PLNRUB=X,PLN/RUB
2930,PLNBDT=X,PLN/BDT
2931,PENEUR=X,PEN/EUR
2932,PLNAED=X,PLN/AED
2933,PHPSAR=X,PHP/SAR
2934,PHPRUB=X,PHP/RUB
2935,PLNOMR=X,PLN/OMR
2936,PHPMXN=X,PHP/MXN
2937,PLNJOD=X,PLN/JOD
2938,PKRVND=X,PKR/VND
2939,PHPNOK=X,PHP/NOK
2940,PABCHF=X,PAB/CHF
2941,PLNZWL=X,PLN/ZWL
2942,PLNNZD=X,PLN/NZD
2943,PKRAUD=X,PKR/AUD
2944,PHPCAD=X,PHP/CAD
2945,PLNILS=X,PLN/ILS
2946,PHPNZD=X,PHP/NZD
2947,PENMXN=X,PEN/MXN
2948,PHPEGP=X,PHP/EGP
2949,PHPJOD=X,PHP/JOD
2950,PLNNGN=X,PLN/NGN
2951,PKRUSD=X,PKR/USD
2952,PLNTND=X,PLN/TND
2953,PHPQAR=X,PHP/QAR
2954,PYG=X,USD/PYG
2955,PLNCAD=X,PLN/CAD
2956,PGKGBP=X,PGK/GBP
2957,PLNISK=X,PLN/ISK
2958,PHPTHB=X,PHP/THB
2959,PENARS=X,PEN/ARS
2960,PLNSGD=X,PLN/SGD
2961,PKRGBP=X,PKR/GBP
2962,PENUSD=X,PEN/USD
2963,PHPCZK=X,PHP/CZK
2964,PLNBOB=X,PLN/BOB
2965,PLNCLP=X,PLN/CLP
2966,PLNDKK=X,PLN/DKK
2967,PHPIDR=X,PHP/IDR
2968,PKRPHP=X,PKR/PHP
2969,PABGBP=X,PAB/GBP
2970,PKRKRW=X,PKR/KRW
2971,PABDKK=X,PAB/DKK
2972,PYGCLP=X,PYG/CLP
2973,PHPPLN=X,PHP/PLN
2974,PLNIDR=X,PLN/IDR
2975,PLNLTL=X,PLN/LTL
2976,PENCAD=X,PEN/CAD
2977,PLNPGK=X,PLN/PGK
2978,PHPHKD=X,PHP/HKD
2979,PGKCHF=X,PGK/CHF
2980,PHPSEK=X,PHP/SEK
2981,PLNNOK=X,PLN/NOK
2982,PHPZAR=X,PHP/ZAR
2983,PKRAED=X,PKR/AED
2984,PKRINR=X,PKR/INR
2985,PLNRSD=X,PLN/RSD
2986,PLNTWD=X,PLN/TWD
2987,PKRJPY=X,PKR/JPY
2988,PKRDKK=X,PKR/DKK
2989,PKREGP=X,PKR/EGP
2990,PHPOMR=X,PHP/OMR
2991,PENPYG=X,PEN/PYG
2992,PLNMAD=X,PLN/MAD
2993,PLNBHD=X,PLN/BHD
2994,PLNMXN=X,PLN/MXN
2995,PLNLKR=X,PLN/LKR
2996,PYGUYU=X,PYG/UYU
2997,PLNGBP=X,PLN/GBP
2998,PLNPEN=X,PLN/PEN
2999,PHPLKR=X,PHP/LKR
3000,PLNKES=X,PLN/KES
3001,PLNAUD=X,PLN/AUD
3002,PKR=X,USD/PKR
3003,PLNBND=X,PLN/BND
3004,PHPSGD=X,PHP/SGD
3005,PLNJPY=X,PLN/JPY
3006,PLNBRL=X,PLN/BRL
3007,PHPCHF=X,PHP/CHF
3008,PHPINR=X,PHP/INR
3009,PAB=X,USD/PAB
3010,PHPKES=X,PHP/KES
3011,PHPGBP=X,PHP/GBP
3012,PKRCHF=X,PKR/CHF
3013,PLNARS=X,PLN/ARS
3014,PHPKWD=X,PHP/KWD
3015,PHPAUD=X,PHP/AUD
3016,PHPAED=X,PHP/AED
3017,SEKEUR=X,SEK/EUR
3018,QARZAR=X,QAR/ZAR
3019,QARTND=X,QAR/TND
3020,QARPLN=X,QAR/PLN
3021,QARKES=X,QAR/KES
3022,QARINR=X,QAR/INR
3023,QARIDR=X,QAR/IDR
3024,QAR=X,USD/QAR
3025,QARNOK=X,QAR/NOK
3026,QARSGD=X,QAR/SGD
3027,QARAED=X,QAR/AED
3028,QARDKK=X,QAR/DKK
3029,QARHKD=X,QAR/HKD
3030,QARLKR=X,QAR/LKR
3031,QARKWD=X,QAR/KWD
3032,QAROMR=X,QAR/OMR
3033,QARISK=X,QAR/ISK
3034,QARTHB=X,QAR/THB
3035,QARNZD=X,QAR/NZD
3036,QARTWD=X,QAR/TWD
3037,QARRUB=X,QAR/RUB
3038,QARTRY=X,QAR/TRY
3039,QARKRW=X,QAR/KRW
3040,QARILS=X,QAR/ILS
3041,QARPKR=X,QAR/PKR
3042,QARSAR=X,QAR/SAR
3043,QARCAD=X,QAR/CAD
3044,QARMXN=X,QAR/MXN
3045,QARCNY=X,QAR/CNY
3046,QARPHP=X,QAR/PHP
3047,QARXDR=X,QAR/XDR
3048,QARAUD=X,QAR/AUD
3049,QARCHF=X,QAR/CHF
3050,QARLTL=X,QAR/LTL
3051,QARUSD=X,QAR/USD
3052,QARSEK=X,QAR/SEK
3053,QARCZK=X,QAR/CZK
3054,QARMAD=X,QAR/MAD
3055,QAREUR=X,QAR/EUR
3056,QARJOD=X,QAR/JOD
3057,QARMUR=X,QAR/MUR
3058,QARGBP=X,QAR/GBP
3059,QARBHD=X,QAR/BHD
3060,QARJPY=X,QAR/JPY
3061,QARLVL=X,QAR/LVL
3062,QAREGP=X,QAR/EGP
3063,QARHUF=X,QAR/HUF
3064,RUBUSD=X,RUB/USD
3065,RUBNOK=X,RUB/NOK
3066,RUBMXN=X,RUB/MXN
3067,RUBILS=X,RUB/ILS
3068,RUBGBP=X,RUB/GBP
3069,RUB=X,USD/RUB
3070,RONEUR=X,RON/EUR
3071,RONDKK=X,RON/DKK
3072,RON=X,USD/RON
3073,RUBKES=X,RUB/KES
3074,RONCZK=X,RON/CZK
3075,RSDCHF=X,RSD/CHF
3076,RONRSD=X,RON/RSD
3077,RONSGD=X,RON/SGD
3078,RUBCZK=X,RUB/CZK
3079,RONPLN=X,RON/PLN
3080,RUBAZN=X,RUB/AZN
3081,RONNZD=X,RON/NZD
3082,RUBTJS=X,RUB/TJS
3083,RUBEUR=X,RUB/EUR
3084,RUBSGD=X,RUB/SGD
3085,RUBDKK=X,RUB/DKK
3086,RONCNY=X,RON/CNY
3087,RSDGBP=X,RSD/GBP
3088,RUBKZT=X,RUB/KZT
3089,RSDCAD=X,RSD/CAD
3090,RUBQAR=X,RUB/QAR
3091,RUBMAD=X,RUB/MAD
3092,RUBTWD=X,RUB/TWD
3093,RUBISK=X,RUB/ISK
3094,RONAED=X,RON/AED
3095,RONHRK=X,RON/HRK
3096,RONILS=X,RON/ILS
3097,RONLTL=X,RON/LTL
3098,RONTRY=X,RON/TRY
3099,RONCAD=X,RON/CAD
3100,RUBEGP=X,RUB/EGP
3101,RUBCHF=X,RUB/CHF
3102,RUBTND=X,RUB/TND
3103,RONINR=X,RON/INR
3104,RUBJPY=X,RUB/JPY
3105,RONKRW=X,RON/KRW
3106,RUBMDL=X,RUB/MDL
3107,RUBAED=X,RUB/AED
3108,RONCHF=X,RON/CHF
3109,RUBPLN=X,RUB/PLN
3110,RONUSD=X,RON/USD
3111,RUBNZD=X,RUB/NZD
3112,RONRUB=X,RON/RUB
3113,RONUAH=X,RON/UAH
3114,RUBINR=X,RUB/INR
3115,RSDUSD=X,RSD/USD
3116,RUBKGS=X,RUB/KGS
3117,RSDDKK=X,RSD/DKK
3118,RONTHB=X,RON/THB
3119,RUBUZS=X,RUB/UZS
3120,RUBTHB=X,RUB/THB
3121,RSD=X,USD/RSD
3122,RUBTMT=X,RUB/TMT
3123,RUBLTL=X,RUB/LTL
3124,RUBAMD=X,RUB/AMD
3125,RUBPHP=X,RUB/PHP
3126,RSDEUR=X,RSD/EUR
3127,RONAUD=X,RON/AUD
3128,RUBMYR=X,RUB/MYR
3129,RUBHKD=X,RUB/HKD
3130,RUBHUF=X,RUB/HUF
3131,RONNOK=X,RON/NOK
3132,RUBBYR=X,RUB/BYR
3133,RONSEK=X,RON/SEK
3134,RUBKRW=X,RUB/KRW
3135,RONHKD=X,RON/HKD
3136,RUBSEK=X,RUB/SEK
3137,RONZAR=X,RON/ZAR
3138,RONKWD=X,RON/KWD
3139,RONJPY=X,RON/JPY
3140,RONBRL=X,RON/BRL
3141,RUBMUR=X,RUB/MUR
3142,RUBIDR=X,RUB/IDR
3143,RUBCAD=X,RUB/CAD
3144,RUBZAR=X,RUB/ZAR
3145,RUBJOD=X,RUB/JOD
3146,RUBTRY=X,RUB/TRY
3147,RUBSAR=X,RUB/SAR
3148,RWF=X,USD/RWF
3149,RUBAUD=X,RUB/AUD
3150,RUBBRL=X,RUB/BRL
3151,RONGBP=X,RON/GBP
3152,RUBLKR=X,RUB/LKR
3153,RUBOMR=X,RUB/OMR
3154,RUBCNY=X,RUB/CNY
3155,SZLGBP=X,SZL/GBP
3156,SZLCHF=X,SZL/CHF
3157,SYP=X,USD/SYP
3158,SLL=X,USD/SLL
3159,SGDMYR=X,SGD/MYR
3160,SGDMAD=X,SGD/MAD
3161,SGDINR=X,SGD/INR
3162,SGDHKD=X,SGD/HKD
3163,SGDGHS=X,SGD/GHS
3164,SGDCZK=X,SGD/CZK
3165,SGDCLP=X,SGD/CLP
3166,SEKUSD=X,SEK/USD
3167,SEKMAD=X,SEK/MAD
3168,SEKLTL=X,SEK/LTL
3169,SEKHUF=X,SEK/HUF
3170,SEKGBP=X,SEK/GBP
3171,SEKDKK=X,SEK/DKK
3172,SEKBGN=X,SEK/BGN
3173,SARZAR=X,SAR/ZAR
3174,SARCZK=X,SAR/CZK
3175,SGDOMR=X,SGD/OMR
3176,SARPLN=X,SAR/PLN
3177,SGDBHD=X,SGD/BHD
3178,SGDCNY=X,SGD/CNY
3179,SARMUR=X,SAR/MUR
3180,SARPHP=X,SAR/PHP
3181,SEKKWD=X,SEK/KWD
3182,SYPHKD=X,SYP/HKD
3183,SARNZD=X,SAR/NZD
3184,SARPKR=X,SAR/PKR
3185,SGDMXN=X,SGD/MXN
3186,SGDKRW=X,SGD/KRW
3187,SARCHF=X,SAR/CHF
3188,SCRDKK=X,SCR/DKK
3189,SARCAD=X,SAR/CAD
3190,SCRGBP=X,SCR/GBP
3191,SARNOK=X,SAR/NOK
3192,SGDZAR=X,SGD/ZAR
3193,SBDEUR=X,SBD/EUR
3194,SGDBMD=X,SGD/BMD
3195,SGDRUB=X,SGD/RUB
3196,SGDBDT=X,SGD/BDT
3197,SGDVND=X,SGD/VND
3198,SARTHB=X,SAR/THB
3199,SGDPLN=X,SGD/PLN
3200,SDGEUR=X,SDG/EUR
3201,SARAED=X,SAR/AED
3202,SEKXDR=X,SEK/XDR
3203,SARIDR=X,SAR/IDR
3204,SEKSAR=X,SEK/SAR
3205,SVCGBP=X,SVC/GBP
3206,SEKTHB=X,SEK/THB
3207,SARLVL=X,SAR/LVL
3208,SEKKPW=X,SEK/KPW
3209,SARINR=X,SAR/INR
3210,SGDAED=X,SGD/AED
3211,SGDBRL=X,SGD/BRL
3212,SEKBWP=X,SEK/BWP
3213,SGDXDR=X,SGD/XDR
3214,SEKRON=X,SEK/RON
3215,SEKTRY=X,SEK/TRY
3216,SRDCHF=X,SRD/CHF
3217,SAR=X,USD/SAR
3218,SGDJOD=X,SGD/JOD
3219,SCRUSD=X,SCR/USD
3220,SGDISK=X,SGD/ISK
3221,SEKKES=X,SEK/KES
3222,SAREGP=X,SAR/EGP
3223,SZLUSD=X,SZL/USD
3224,SGDAUD=X,SGD/AUD
3225,SGDNGN=X,SGD/NGN
3226,SBDGBP=X,SBD/GBP
3227,SHP=X,USD/SHP
3228,SEK=X,USD/SEK
3229,SEKCAD=X,SEK/CAD
3230,SBDCHF=X,SBD/CHF
3231,SZLEUR=X,SZL/EUR
3232,SARQAR=X,SAR/QAR
3233,SYPCHF=X,SYP/CHF
3234,SEKMUR=X,SEK/MUR
3235,STD=X,USD/STD
3236,SARMAD=X,SAR/MAD
3237,SEKRUB=X,SEK/RUB
3238,SGDMOP=X,SGD/MOP
3239,SGDUGX=X,SGD/UGX
3240,SGDPEN=X,SGD/PEN
3241,SARUSD=X,SAR/USD
3242,SGDHUF=X,SGD/HUF
3243,SGDCHF=X,SGD/CHF
3244,SEKTWD=X,SEK/TWD
3245,SARTWD=X,SAR/TWD
3246,SEKCHF=X,SEK/CHF
3247,SEKCNY=X,SEK/CNY
3248,SCR=X,USD/SCR
3249,SGDZWL=X,SGD/ZWL
3250,SARILS=X,SAR/ILS
3251,SEKCNH=X,SEK/CNH
3252,SGDCAD=X,SGD/CAD
3253,SARKRW=X,SAR/KRW
3254,SEKJPY=X,SEK/JPY
3255,SGDPHP=X,SGD/PHP
3256,SEKTND=X,SEK/TND
3257,SGDQAR=X,SGD/QAR
3258,SEKRSD=X,SEK/RSD
3259,SEKCLP=X,SEK/CLP
3260,SEKSGD=X,SEK/SGD
3261,SGDBGN=X,SGD/BGN
3262,SEKKRW=X,SEK/KRW
3263,SARGBP=X,SAR/GBP
3264,SGDBWP=X,SGD/BWP
3265,SVCUSD=X,SVC/USD
3266,SGDLBP=X,SGD/LBP
3267,SEKISK=X,SEK/ISK
3268,SEKJMD=X,SEK/JMD
3269,SARISK=X,SAR/ISK
3270,SGDEGP=X,SGD/EGP
3271,SIT=X,USD/SIT
3272,SDGGBP=X,SDG/GBP
3273,SOS=X,USD/SOS
3274,SGDMUR=X,SGD/MUR
3275,SARLKR=X,SAR/LKR
3276,SGDPKR=X,SGD/PKR
3277,SARHUF=X,SAR/HUF
3278,SARBHD=X,SAR/BHD
3279,SEKQAR=X,SEK/QAR
3280,SARJPY=X,SAR/JPY
3281,SARCNY=X,SAR/CNY
3282,SEKILS=X,SEK/ILS
3283,SARXDR=X,SAR/XDR
3284,SARKWD=X,SAR/KWD
3285,SARDKK=X,SAR/DKK
3286,SRDUSD=X,SRD/USD
3287,SRDEUR=X,SRD/EUR
3288,SARSEK=X,SAR/SEK
3289,SBDUSD=X,SBD/USD
3290,SGDKWD=X,SGD/KWD
3291,SEKAED=X,SEK/AED
3292,SEKINR=X,SEK/INR
3293,SGDTWD=X,SGD/TWD
3294,SARSGD=X,SAR/SGD
3295,SGDARS=X,SGD/ARS
3296,SHPCHF=X,SHP/CHF
3297,SEKGIP=X,SEK/GIP
3298,SARTRY=X,SAR/TRY
3299,SYPSGD=X,SYP/SGD
3300,SEKANG=X,SEK/ANG
3301,SARLTL=X,SAR/LTL
3302,SEKBAM=X,SEK/BAM
3303,SYPQAR=X,SYP/QAR
3304,SYPDKK=X,SYP/DKK
3305,SGDCNH=X,SGD/CNH
3306,SEKMYR=X,SEK/MYR
3307,SGD=X,USD/SGD
3308,SEKMXN=X,SEK/MXN
3309,SGDUYU=X,SGD/UYU
3310,SARHKD=X,SAR/HKD
3311,SARAUD=X,SAR/AUD
3312,SGDILS=X,SGD/ILS
3313,SEKEGP=X,SEK/EGP
3314,SZL=X,USD/SZL
3315,SEKPKR=X,SEK/PKR
3316,SGDLTL=X,SGD/LTL
3317,SHPUSD=X,SHP/USD
3318,SCRCHF=X,SCR/CHF
3319,SARTND=X,SAR/TND
3320,SEKAMD=X,SEK/AMD
3321,SEKPLN=X,SEK/PLN
3322,SGDBOB=X,SGD/BOB
3323,SDGUSD=X,SDG/USD
3324,SRDGBP=X,SRD/GBP
3325,SEKLKR=X,SEK/LKR
3326,SGDTHB=X,SGD/THB
3327,SAROMR=X,SAR/OMR
3328,SEKBRL=X,SEK/BRL
3329,SARJOD=X,SAR/JOD
3330,SGDVEF=X,SGD/VEF
3331,SBD=X,USD/SBD
3332,SEKHKD=X,SEK/HKD
3333,SVC=X,USD/SVC
3334,SGDJPY=X,SGD/JPY
3335,SEKIDR=X,SEK/IDR
3336,SVCEUR=X,SVC/EUR
3337,SGDTRY=X,SGD/TRY
3338,SGDLKR=X,SGD/LKR
3339,SEKCZK=X,SEK/CZK
3340,SARRUB=X,SAR/RUB
3341,SGDEUR=X,SGD/EUR
3342,SGDUSD=X,SGD/USD
3343,SGDSAR=X,SGD/SAR
3344,SGDCOP=X,SGD/COP
3345,SARKES=X,SAR/KES
3346,SEKPHP=X,SEK/PHP
3347,SCREUR=X,SCR/EUR
3348,SYPUSD=X,SYP/USD
3349,SRD=X,USD/SRD
3350,SVCCHF=X,SVC/CHF
3351,SEKOMR=X,SEK/OMR
3352,SEKJOD=X,SEK/JOD
3353,SGDNZD=X,SGD/NZD
3354,SARMXN=X,SAR/MXN
3355,SGDKES=X,SGD/KES
3356,SGDTND=X,SGD/TND
3357,SGDIDR=X,SGD/IDR
3358,SAREUR=X,SAR/EUR
3359,SDG=X,USD/SDG
3360,SGDDKK=X,SGD/DKK
3361,SDGCHF=X,SDG/CHF
3362,TWDUSD=X,TWD/USD
3363,TWDSGD=X,TWD/SGD
3364,TWDMAD=X,TWD/MAD
3365,TWDKRW=X,TWD/KRW
3366,TWDJOD=X,TWD/JOD
3367,TWDILS=X,TWD/ILS
3368,TWDCNH=X,TWD/CNH
3369,TRYUSD=X,TRY/USD
3370,TRYMAD=X,TRY/MAD
3371,TRYLKR=X,TRY/LKR
3372,TRYKWD=X,TRY/KWD
3373,TRYKES=X,TRY/KES
3374,TRYJPY=X,TRY/JPY
3375,TRYGBP=X,TRY/GBP
3376,TRYEUR=X,TRY/EUR
3377,TRYBRL=X,TRY/BRL
3378,TOPEUR=X,TOP/EUR
3379,TNDSEK=X,TND/SEK
3380,TNDRUB=X,TND/RUB
3381,TNDLVL=X,TND/LVL
3382,TNDISK=X,TND/ISK
3383,TNDDKK=X,TND/DKK
3384,TNDCZK=X,TND/CZK
3385,THBTWD=X,THB/TWD
3386,THBTRY=X,THB/TRY
3387,THBSGD=X,THB/SGD
3388,THBNGN=X,THB/NGN
3389,THBEUR=X,THB/EUR
3390,THBDKK=X,THB/DKK
3391,THBCHF=X,THB/CHF
3392,TJSUSD=X,TJS/USD
3393,TNDPHP=X,TND/PHP
3394,THBAUD=X,THB/AUD
3395,TNDAUD=X,TND/AUD
3396,TWDSAR=X,TWD/SAR
3397,TNDLKR=X,TND/LKR
3398,TTDCAD=X,TTD/CAD
3399,TNDEGP=X,TND/EGP
3400,THBISK=X,THB/ISK
3401,TWD=X,USD/TWD
3402,TWDCNY=X,TWD/CNY
3403,TRYDKK=X,TRY/DKK
3404,TNDCAD=X,TND/CAD
3405,THBLTL=X,THB/LTL
3406,TNDSAR=X,TND/SAR
3407,THBIDR=X,THB/IDR
3408,TRYILS=X,TRY/ILS
3409,TRYAED=X,TRY/AED
3410,TNDILS=X,TND/ILS
3411,TWDKES=X,TWD/KES
3412,THBEGP=X,THB/EGP
3413,TWDMXN=X,TWD/MXN
3414,TWDLTL=X,TWD/LTL
3415,THBKRW=X,THB/KRW
3416,TRYZAR=X,TRY/ZAR
3417,TWDLKR=X,TWD/LKR
3418,THBLBP=X,THB/LBP
3419,THBPHP=X,THB/PHP
3420,TRYINR=X,TRY/INR
3421,TWDGBP=X,TWD/GBP
3422,THBNZD=X,THB/NZD
3423,TZS=X,USD/TZS
3424,THBOMR=X,THB/OMR
3425,TTDCHF=X,TTD/CHF
3426,TNDTWD=X,TND/TWD
3427,TNDTHB=X,TND/THB
3428,TNDJOD=X,TND/JOD
3429,THBCAD=X,THB/CAD
3430,TTDGBP=X,TTD/GBP
3431,TRYCHF=X,TRY/CHF
3432,TWDHKD=X,TWD/HKD
3433,TRYTWD=X,TRY/TWD
3434,TMT=X,USD/TMT
3435,TWDNZD=X,TWD/NZD
3436,THBAED=X,THB/AED
3437,TMTCHF=X,TMT/CHF
3438,THBRUB=X,THB/RUB
3439,THBVEF=X,THB/VEF
3440,TNDLTL=X,TND/LTL
3441,TWDHUF=X,TWD/HUF
3442,TRYCNY=X,TRY/CNY
3443,TWDAUD=X,TWD/AUD
3444,TNDIDR=X,TND/IDR
3445,TWDMYR=X,TWD/MYR
3446,THBZWL=X,THB/ZWL
3447,TNDNZD=X,TND/NZD
3448,TTD=X,USD/TTD
3449,THBBRL=X,THB/BRL
3450,THBKWD=X,THB/KWD
3451,TWDAED=X,TWD/AED
3452,TRYOMR=X,TRY/OMR
3453,TNDZAR=X,TND/ZAR
3454,THBPLN=X,THB/PLN
3455,THBCOP=X,THB/COP
3456,TWDISK=X,TWD/ISK
3457,TRYCAD=X,TRY/CAD
3458,TRYNOK=X,TRY/NOK
3459,THBBMD=X,THB/BMD
3460,TWDIDR=X,TWD/IDR
3461,TWDKWD=X,TWD/KWD
3462,THBQAR=X,THB/QAR
3463,TRYLVL=X,TRY/LVL
3464,TMTUSD=X,TMT/USD
3465,TNDHUF=X,TND/HUF
3466,THBBOB=X,THB/BOB
3467,THBMXN=X,THB/MXN
3468,TNDAED=X,TND/AED
3469,TRYTHB=X,TRY/THB
3470,TRYAUD=X,TRY/AUD
3471,TTDXDR=X,TTD/XDR
3472,TWDQAR=X,TWD/QAR
3473,TRYEGP=X,TRY/EGP
3474,THBPKR=X,THB/PKR
3475,THBSEK=X,THB/SEK
3476,TNDKWD=X,TND/KWD
3477,THBNOK=X,THB/NOK
3478,TRYISK=X,TRY/ISK
3479,TRYJOD=X,TRY/JOD
3480,TRYHKD=X,TRY/HKD
3481,THBKES=X,THB/KES
3482,THBJOD=X,THB/JOD
3483,THBLKR=X,THB/LKR
3484,TNDKES=X,TND/KES
3485,TNDSGD=X,TND/SGD
3486,TTDUSD=X,TTD/USD
3487,TWDZAR=X,TWD/ZAR
3488,TRYMYR=X,TRY/MYR
3489,TRYCLP=X,TRY/CLP
3490,TNDINR=X,TND/INR
3491,TTDEUR=X,TTD/EUR
3492,TRYCZK=X,TRY/CZK
3493,TRYIDR=X,TRY/IDR
3494,TWDPHP=X,TWD/PHP
3495,TRY=X,USD/TRY
3496,THBBHD=X,THB/BHD
3497,THBCZK=X,THB/CZK
3498,THBHUF=X,THB/HUF
3499,THBUYU=X,THB/UYU
3500,TOPGBP=X,TOP/GBP
3501,TNDMUR=X,TND/MUR
3502,TNDGBP=X,TND/GBP
3503,TRYTND=X,TRY/TND
3504,TWDPKR=X,TWD/PKR
3505,TRYNZD=X,TRY/NZD
3506,TRYRUB=X,TRY/RUB
3507,THBLVL=X,THB/LVL
3508,TRYPHP=X,TRY/PHP
3509,TNDNOK=X,TND/NOK
3510,TNDKRW=X,TND/KRW
3511,TND=X,USD/TND
3512,TNDCHF=X,TND/CHF
3513,TJS=X,USD/TJS
3514,TWDCAD=X,TWD/CAD
3515,TWDEGP=X,TWD/EGP
3516,TNDHKD=X,TND/HKD
3517,THBMAD=X,THB/MAD
3518,TWDTND=X,TWD/TND
3519,TNDEUR=X,TND/EUR
